clave_mun,municipio,poblacion,pob_indigena,pob_afrodescendiente,pob_analfabeta,pob_discapacidad,viviendas,viv_internet,viv_computadoras,viv_celular,ind_rez_social,grad_rez_social,ind_margi,ind_margi_norm,grad_margi,pobr,pobr_ext,pobr_mod,pob_vuln_carencias,pob_vuln_ingresos,pob_no_vuln,rez_educativo,pob_car_hogar,pob_car_salud,pob_car_seg_social,pob_car_ser_basicos,pob_car_alimentacion,pob_car_al_una,pon_car_al_tres,pob_bajo_linea_asist,pob_bajo_linea_min_asist,gini,tasa_ingresos,cama_hospital,cama_fuera_hospital,cama_rec_nac,consultorios,equipamento,medicos_otros,medicos_gen_esp_odont,otro_pers,otro_pers_prof,enfermeria_contac_paciente,enfermeria_otras,medicos_adiest,per_tecnico,total_elementos_salud,por_mas_15_analfabeta,tasa_alfa_1524,grad_escol_prom_15
20549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",11465,6867,104,1488,1124,3330,250,227,1741,0.529694,Medio,51.68980381,0.80939039,Alto,8313,3270,5043,2650,63,165,4074,1312,4564,9075,8051,5199,10963,7255,8376,4395,0.3779696723,0.1546283364,0,0,0,4,0,0,5,0,0,7,0,3,0,19,95.6,99.1,9.7
20550,San Jerónimo Tlacochahuaya,5764,4278,150,294,533,1592,638,378,1345,0.09442,Bajo,53.68708521,0.840665037,Medio,3164,661,2503,1672,202,729,1166,1153,1871,3795,2601,783,4836,1951,3366,1210,0.4026763439,0.1626409988,0,0,0,4,1,0,11,0,6,7,0,1,0,30,78.8,95.7,6
20551,Tlacolula de Matamoros,30254,10659,888,1432,1889,8288,3262,2767,7612,-0.379236,Bajo,55.9767002,0.876517221,Bajo,11702,2846,8856,10380,1196,5486,5963,4489,14611,17649,5497,6590,22082,9649,12898,4653,0.3778049946,0.149278,0,1,0,3,0,0,2,0,3,3,0,2,0,14,92.5,99.8,7.9
20552,Tlacotepec Plumas,410,4,0,19,34,138,7,4,61,-0.115118,Bajo,54.45683704,0.852718279,Medio,359,99,260,24,22,4,90,42,22,301,197,188,384,142,382,260,0.3649373353,0.2006480048,0,0,0,2,0,0,2,0,0,1,0,1,0,6,90.9,99.4,9.3
20553,Tlalixtac de Cabrera,12067,2576,159,393,477,3087,1695,1147,2764,-0.576476,Bajo,57.06848319,0.893613023,Muy bajo,5945,1877,4067,4839,206,2427,2745,2472,7858,9645,4801,1076,10784,5691,6151,2406,0.4026583334,0.1339019984,0,8,0,6,2,1,35,26,3,32,0,4,6,123,91.5,98.1,7.9
20554,Totontepec Villa de Morelos,5904,5748,14,846,528,1581,130,76,736,1.362348,Alto,50.73115602,0.794379299,Alto,5394,2477,2917,371,62,80,2431,2220,1130,5004,4274,684,5765,3249,5456,3995,0.3762636681,0.1416080023,0,0,0,1,0,0,1,0,0,1,0,0,0,3,88.7,98,6.7
20555,Trinidad Zaachila,3419,100,36,194,181,905,327,142,738,0.00343,Bajo,53.22723411,0.833464408,Medio,2281,613,1669,953,57,130,873,698,1472,2558,2220,454,3234,1596,2338,1000,0.3799306651,0.152984336,0,0,0,3,0,0,7,1,1,8,0,0,1,21,96.6,99.1,10.2
20556,La Trinidad Vista Hermosa,306,14,0,27,16,91,53,11,64,0.028157,Bajo,54.11729186,0.847401474,Medio,241,37,203,56,2,7,71,35,75,243,57,66,297,64,243,119,0.3630626599,0.1639966716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.6,98.8,8.5
20557,Unión Hidalgo,14542,12518,69,1004,1038,4196,1555,954,3550,-0.832889,Muy bajo,57.40270019,0.898846396,Muy bajo,6739,1830,4909,5748,350,2087,2670,2145,8325,9673,4657,7114,12487,7244,7089,2304,0.3606873254,0.154739668,0,2,0,5,0,0,4,2,1,7,0,1,1,23,94.9,98.8,9.7
20558,Valerio Trujano,1376,439,665,91,129,432,76,38,326,0.039569,Bajo,53.90575883,0.844089161,Medio,939,228,711,334,18,86,306,341,180,1020,952,342,1273,597,957,400,0.3888393342,0.1433583374,0,0,0,2,0,0,2,1,0,2,0,0,0,7,86.9,98.1,7.2
20559,San Juan Bautista Valle Nacional,23067,16355,1017,2111,1570,5959,1403,621,3819,0.09895,Bajo,53.61066342,0.839468378,Medio,15988,4903,11085,3677,361,629,5358,2266,5136,17542,13773,7937,19665,10084,16349,9487,0.406509002,0.1172236651,13,9,3,13,3,3,31,12,3,54,1,2,13,160,94.2,98.9,9.1
20560,Villa Díaz Ordaz,6467,6180,27,555,511,1764,365,165,1302,0.464228,Medio,52.02658246,0.814663875,Alto,5788,2699,3089,567,43,72,2509,1482,4515,5443,4136,748,6355,4167,5831,3700,0.3709656596,0.1679700017,0,3,0,6,0,0,7,0,2,8,0,2,0,28,88.6,98.8,6.2
20561,Yaxe,2954,86,13,250,182,827,132,37,612,1.748345,Alto,49.83650524,0.780370313,Alto,2607,858,1749,335,5,8,820,1056,889,2518,2878,453,2942,1873,2612,1252,0.3378533324,0.212767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.1,99,6.2
20562,Magdalena Yodocono de Porfirio Díaz,1682,20,14,101,108,474,102,54,256,0.086631,Bajo,53.99805528,0.845534395,Medio,1313,344,970,297,31,42,377,233,378,1421,955,378,1610,618,1344,710,0.3785519997,0.1684416682,0,0,0,2,0,0,2,0,0,3,0,2,0,9,85.5,98.6,6.5
20563,Yogana,1245,0,1,291,151,381,50,19,131,1.573704,Alto,47.00434184,0.736022576,Muy alto,1059,386,673,184,1,2,641,396,346,1017,991,107,1243,725,1060,593,0.3530790011,0.1889154986,0,0,0,1,0,0,1,0,0,2,0,0,0,4,93.2,99.2,7.3
20564,Yutanduchi de Guerrero,1195,1165,4,164,252,392,50,14,160,1.434728,Alto,50.62561695,0.792726704,Alto,1109,596,513,75,7,4,338,499,122,893,1130,599,1185,808,1116,818,0.353902668,0.1707340032,0,0,0,2,0,0,2,0,0,2,0,1,0,7,93.7,98.7,7.9
20565,Villa de Zaachila,46464,11480,1166,1900,2110,11850,3501,2948,10719,0.430165,Medio,51.88061355,0.812378205,Alto,26797,8778,18019,15821,1009,4911,9572,12112,27647,36145,24725,8867,42618,24573,27806,12128,0.3599520028,0.1427739958,0,0,0,10,0,0,11,10,5,19,2,4,2,63,88.4,99.1,7.3
20566,San Mateo Yucutindoo,3144,88,15,425,205,899,138,50,350,1.449143,Alto,49.63707346,0.777247489,Alto,2850,1080,1770,265,6,23,1041,1078,352,2481,2814,540,3115,1672,2856,1840,0.3557430009,0.1707093318,0,0,0,2,0,0,2,0,0,1,0,1,0,6,70.1,96.3,4.4
20567,Zapotitlán Lagunas,3382,37,1,516,449,872,130,78,272,0.798769,Medio,48.11875764,0.753472777,Muy alto,2704,1147,1556,609,36,36,1595,979,596,2688,2739,1520,3312,2202,2739,1508,0.3867406646,0.1327733323,0,0,0,2,0,0,0,0,0,0,0,1,0,3,80.9,100,6.3
20568,Zapotitlán Palmas,1695,478,2,199,224,488,101,17,344,0.01774,Bajo,52.70859237,0.825343201,Medio,1151,261,890,492,18,35,564,206,444,1327,723,746,1643,736,1169,458,0.3574796617,0.209499662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.7,97.4,5.2
20569,Santa Inés de Zaragoza,1454,822,7,112,195,479,28,20,294,1.18877,Alto,49.81317053,0.780004924,Alto,1270,260,1010,164,13,8,400,191,183,1044,1265,156,1434,415,1283,786,0.3504466613,0.1661410009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.6,99.6,6.3
20570,Zimatlán de Álvarez,22093,2064,549,1054,1435,5880,1528,1170,4566,0.004137,Bajo,54.13005853,0.847601382,Medio,13059,3871,9188,5933,517,1355,4907,3959,10606,16505,9761,4183,18992,9438,13576,6584,0.3881806632,0.1335726678,0,0,0,10,0,0,14,5,1,20,0,3,0,53,93.4,99.2,8.7
