clave_mun,municipio,poblacion,pob_indigena,pob_afrodescendiente,pob_analfabeta,pob_discapacidad,viviendas,viv_internet,viv_computadoras,viv_celular,ind_rez_social,grad_rez_social,ind_margi,ind_margi_norm,grad_margi,pobr,pobr_ext,pobr_mod,pob_vuln_carencias,pob_vuln_ingresos,pob_no_vuln,rez_educativo,pob_car_hogar,pob_car_salud,pob_car_seg_social,pob_car_ser_basicos,pob_car_alimentacion,pob_car_al_una,pon_car_al_tres,pob_bajo_linea_asist,pob_bajo_linea_min_asist,gini,tasa_ingresos,cama_hospital,cama_fuera_hospital,cama_rec_nac,consultorios,equipamento,medicos_otros,medicos_gen_esp_odont,otro_pers,otro_pers_prof,enfermeria_contac_paciente,enfermeria_otras,medicos_adiest,per_tecnico,total_elementos_salud,por_mas_15_analfabeta,tasa_alfa_1524,grad_escol_prom_15
20087,San Agustín Yatareni,5521,1502,33,201,218,1431,616,353,1242,-0.028964,Bajo,51.68547969,0.80932268,Alto,4200,1362,2837,896,127,301,1364,1466,3361,4552,2671,552,5096,2711,4327,2115,0.439703991,0.1357210005,0,0,0,3,0,0,5,2,1,3,0,1,0,15,97.9,99.8,10.7
20088,San Andrés Cabecera Nueva,2881,197,100,267,357,805,98,34,358,1.088933,Alto,50.43787167,0.789786875,Alto,2564,1069,1495,285,19,15,960,757,480,2404,2625,738,2849,1667,2583,1659,0.36929666,0.1212666656,0,0,0,2,0,0,1,0,1,2,0,1,0,7,78.3,97.2,5.9
20089,San Andrés Dinicuiti,2308,90,51,180,245,614,69,34,185,-0.065196,Bajo,53.7912024,0.842295367,Medio,1958,676,1282,273,38,40,630,355,760,1910,1746,478,2231,1129,1996,1229,0.3581196666,0.163958999,0,0,0,1,0,0,1,0,1,1,0,1,1,6,91.7,100,8.5
20090,San Andrés Huaxpaltepec,6234,3030,1235,577,479,1794,338,170,1394,0.432001,Medio,50.21405916,0.786282282,Alto,4750,1558,3192,1137,116,235,1507,1412,1567,4763,4473,2161,5887,3217,4866,2349,0.3900526663,0.1417349999,0,0,0,5,0,0,3,0,1,8,0,2,1,20,94.9,98.3,8.2
20091,San Andrés Huayápam,6279,1265,209,110,263,1906,1291,1124,1729,-1.143017,Muy bajo,59.60690464,0.93336117,Muy bajo,1693,191,1502,2178,242,2168,600,830,2132,3333,466,340,3872,800,1936,496,0.4077376624,0.1200466653,0,0,0,4,1,0,7,1,1,7,0,2,0,23,86.8,99.6,6.6
20092,San Andrés Ixtlahuaca,1776,524,4,111,154,493,190,83,412,0.135865,Medio,53.8980278,0.843968104,Medio,964,226,738,658,36,119,403,348,841,1039,1110,240,1622,758,999,393,0.4234443406,0.1328096663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.3,99.4,6.9
20093,San Andrés Lagunas,518,5,4,20,62,181,2,9,65,0.915384,Medio,54.33168611,0.85075859,Medio,441,125,315,61,11,5,152,57,97,322,446,77,502,188,451,290,0.3701626758,0.1985190014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.9,98.6,7.9
20094,San Andrés Nuxiño,1850,932,9,90,235,587,26,9,337,1.075046,Alto,52.94608857,0.829062061,Medio,1769,555,1213,66,12,4,354,219,247,1287,1812,442,1835,735,1781,1338,0.3289926549,0.2635689974,0,0,0,2,0,0,2,0,0,2,0,1,0,7,97.8,99.3,12
20095,San Andrés Paxtlán,4562,4063,332,800,149,1030,91,38,531,2.281001,Muy alto,48.79043536,0.763990315,Alto,4304,2173,2131,235,22,2,1841,1725,996,3832,4180,1254,4539,3033,4327,3117,0.3329760035,0.2713220119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.7,99.5,8.1
20096,San Andrés Sinaxtla,756,54,44,25,65,227,129,44,194,-0.598065,Bajo,55.75965189,0.873118546,Bajo,383,52,331,192,64,116,100,80,192,488,156,124,575,146,448,169,0.3878646692,0.1685223331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.9,98.3,7
20097,San Andrés Solaga,1771,1708,3,97,61,526,52,32,277,0.655867,Medio,52.67810182,0.824865761,Medio,1345,344,1001,279,98,50,687,545,526,1279,579,40,1624,617,1443,802,0.3869536618,0.1913256645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.2,98,7.3
20098,San Andrés Teotilálpam,4233,3172,14,581,613,1122,272,88,418,1.449082,Alto,50.31492935,0.787861769,Alto,3842,1874,1967,363,10,21,1508,1388,949,3647,3879,1934,4204,3039,3851,2407,0.347311,0.1545716673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.1,98.5,5.8
20099,San Andrés Tepetlapa,381,1,0,89,67,114,4,5,35,1.382834,Alto,48.39846263,0.757852567,Muy alto,369,192,177,12,0,0,171,109,56,325,343,128,381,252,369,282,0.363762329,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.6,97.9,9.4
20100,San Andrés Yaá,393,393,5,93,22,154,20,8,40,1.291092,Alto,50.08426284,0.784249853,Alto,308,69,239,51,13,21,176,73,60,205,239,39,359,120,321,191,0.3778433303,0.2014933378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.9,99.7,6.4
20101,San Andrés Zabache,748,246,9,138,95,208,54,15,111,1.279723,Alto,49.52641913,0.775514796,Alto,643,312,331,101,1,3,345,290,230,637,629,231,744,525,644,393,0.380910337,0.2165700048,0,0,0,1,0,0,1,0,0,1,0,0,0,3,80.3,99,6.2
20102,San Andrés Zautla,5326,776,167,122,377,1442,454,384,1221,-0.050008,Bajo,53.65556228,0.840171431,Medio,2354,500,1854,1964,143,867,803,1026,1579,3522,2090,1084,4318,1742,2498,837,0.432792326,0.1268559992,0,0,0,3,0,0,5,0,0,3,0,1,0,12,66.8,100,4.9
20103,San Antonino Castillo Velasco,6064,1918,54,377,386,1614,530,271,1360,0.793025,Medio,49.86951219,0.780887156,Alto,4354,1459,2895,1580,32,101,2153,2583,3212,5121,4512,1756,5934,4223,4386,1729,0.3782570064,0.173826997,0,0,0,3,0,0,5,2,1,3,0,0,2,16,71.3,94.1,5.2
20104,San Antonino el Alto,2705,1832,310,193,160,709,159,74,303,1.203692,Alto,51.93156296,0.813176002,Alto,2423,831,1593,231,40,11,723,803,367,1900,2522,374,2655,1273,2463,1609,0.3460346659,0.201900666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.5,99.2,5.5
20105,San Antonino Monte Verde,7678,7588,793,645,417,1969,436,156,991,0.475729,Medio,53.18790204,0.832848523,Medio,7165,2773,4392,441,48,28,1649,1372,1361,6765,4858,3231,7606,3687,7213,5259,0.3586050073,0.135337996,0,0,0,2,1,0,2,0,0,3,0,1,0,9,96.8,99.1,9.5
20106,San Antonio Acutla,249,32,90,32,18,83,12,12,43,0.467169,Medio,53.56904492,0.83881669,Medio,138,7,131,61,25,24,67,17,27,137,52,29,199,26,164,53,0.3097519974,0.2451833288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.5,98.3,7.3
20107,San Antonio de la Cal,26282,5508,831,907,1028,6405,3254,2337,5836,-0.618298,Bajo,57.09760168,0.894068978,Muy bajo,12595,3347,9247,7946,921,3780,4198,5004,14223,17521,5078,5351,20540,8774,13516,6135,0.3668546677,0.1503953338,0,0,0,6,0,0,21,15,1,25,0,0,1,69,89.8,99.3,7.2
20108,San Antonio Huitepec,2936,1897,77,206,295,809,88,44,223,0.841811,Medio,51.71546213,0.809792163,Alto,2586,909,1677,214,106,31,711,795,627,1687,2172,800,2800,1230,2692,1981,0.4060103297,0.1313036705,0,0,0,1,0,0,1,0,0,0,0,0,0,2,87.6,98.7,6.8
20109,San Antonio Nanahuatípam,1232,205,21,55,91,342,70,50,285,-0.303757,Bajo,54.51964526,0.853701768,Medio,711,164,547,381,32,108,201,227,73,904,728,264,1092,410,744,289,0.4156813323,0.1343606661,0,0,0,2,0,0,3,1,0,2,0,1,0,9,83.8,100,6.6
20110,San Antonio Sinicahua,1668,1606,5,228,186,438,15,14,200,2.420981,Muy alto,45.87809,0.71838704,Muy alto,1607,890,717,61,1,0,518,407,754,1372,1619,542,1668,1140,1607,1269,0.3571899931,0.200928996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.1,98.9,9.8
20111,San Antonio Tepetlapa,4873,4519,98,724,276,1125,25,43,649,1.325247,Alto,48.21638004,0.755001407,Muy alto,4561,2485,2076,276,31,7,1451,1807,771,4071,4449,1748,4837,3214,4592,3583,0.3854476611,0.1493573313,0,0,0,2,0,0,2,0,0,3,0,0,0,7,90,99.5,7.5
20112,San Baltazar Chichicápam,2576,2538,22,463,236,874,173,75,636,0.41701,Medio,52.42045194,0.820831322,Alto,2209,859,1350,205,93,70,773,508,1098,1762,1702,567,2414,1264,2302,1458,0.4150223235,0.1462236668,0,0,0,2,0,0,4,0,0,3,0,2,0,11,93.9,99.5,9
20113,San Baltazar Loxicha,3169,1111,16,238,249,869,174,96,739,0.637454,Medio,53.15850439,0.832388197,Medio,2741,789,1952,398,5,25,1145,567,492,2800,2872,674,3139,1785,2746,1270,0.3408396542,0.2163079977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.1,98.1,6.4
20114,San Baltazar Yatzachi el Bajo,674,656,0,73,63,243,31,25,130,0.238781,Medio,53.28283457,0.834335034,Medio,492,105,388,110,46,25,247,110,134,401,338,50,603,184,538,292,0.3847333392,0.1641793301,0,2,0,1,0,0,1,0,0,1,0,0,0,5,77.8,98.1,6.7
20115,San Bartolo Coyotepec,10391,965,247,261,502,2869,1508,1235,2656,-0.808538,Muy bajo,56.43027086,0.883619506,Bajo,3678,769,2909,3696,398,2097,1243,1641,4162,6288,2414,1686,7374,3029,4076,1469,0.4102986654,0.1302656656,216,78,2,88,35,59,357,382,148,695,35,25,177,2297,78.1,99,7.1
20116,San Bartolomé Ayautla,4131,4102,163,948,346,1129,103,43,228,2.023575,Muy alto,47.712202,0.747106681,Muy alto,4017,2835,1182,108,3,5,1812,2445,865,3626,4050,2295,4125,3559,4020,3239,0.3891473413,0.1692455038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.2,99.4,6.5
20117,San Bartolomé Loxicha,2213,1986,7,272,81,621,15,46,336,1.398284,Alto,49.51460788,0.775329849,Alto,1786,607,1180,327,77,24,783,677,93,1606,1707,645,2113,1125,1863,1029,0.3558513323,0.171855333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.4,96,6.4
20118,San Bartolomé Quialana,2389,2356,27,404,202,673,134,91,549,0.442045,Medio,51.12290951,0.800513614,Alto,1785,577,1208,515,55,35,1222,420,1276,1702,1455,142,2300,1297,1840,896,0.3749206662,0.1696320002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.7,99.4,10.7
20119,San Bartolomé Yucuañe,735,696,4,74,95,218,67,22,74,0.828961,Medio,52.15094425,0.816611207,Alto,623,287,336,72,20,21,188,281,145,517,575,237,694,418,642,427,0.3888163368,0.1717746655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.7,100,7.1
20120,San Bartolomé Zoogocho,449,288,2,26,15,114,47,3,73,0.161434,Medio,53.49497595,0.837656873,Medio,383,136,246,44,11,11,129,109,158,304,282,112,427,208,394,263,0.4161419968,0.1409733345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.9,100,7.6
20121,San Bartolo Soyaltepec,596,318,5,45,82,206,5,15,117,0.084991,Bajo,53.69732113,0.840825317,Medio,349,52,297,203,21,23,159,66,146,377,204,242,552,178,370,123,0.3736883303,0.1685203363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.8,98,4.8
20122,San Bartolo Yautepec,653,310,6,15,55,203,16,20,64,0.005626,Bajo,53.48421358,0.837488349,Medio,560,86,474,59,27,8,107,201,126,509,230,101,619,161,587,338,0.3194089929,0.2396205068,0,1,0,2,0,0,2,0,0,1,0,1,0,7,82.5,98.6,6.2
20123,San Bernardo Mixtepec,2829,199,157,217,314,759,115,60,401,0.506236,Medio,51.94270639,0.813350492,Alto,2314,731,1584,459,17,40,809,640,567,2424,1989,642,2773,1335,2331,1297,0.375138998,0.1471439997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5,98.7,5.2
20124,San Blas Atempa,19696,19252,230,3421,890,5218,965,502,3397,1.395739,Alto,47.51533904,0.744024081,Muy alto,10960,3755,7204,4519,275,635,6571,7142,5381,13468,11810,7386,15479,11465,11235,5056,0.3610023359,0.154878666,0,4,0,6,0,0,10,14,1,15,0,1,1,52,87.4,100,7.6
20125,San Carlos Yautepec,11662,7260,202,999,734,2928,204,106,1060,1.406811,Alto,48.87704356,0.765346479,Alto,9956,3896,6061,783,35,50,3430,3187,2554,9252,7404,3211,10739,5548,9992,7363,0.3808446626,0.1676593373,0,5,0,8,1,0,6,0,1,11,0,5,0,37,90.5,96.3,7.2
20126,San Cristóbal Amatlán,5396,5037,1122,916,302,1381,38,59,797,2.167247,Muy alto,48.29195545,0.756184813,Muy alto,5029,1761,3269,328,28,14,1952,1963,574,2891,5041,1993,5357,2959,5058,3183,0.3626056711,0.205663994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,99.5,6.9
20127,San Cristóbal Amoltepec,1252,1176,5,150,77,395,29,10,133,1.964594,Muy alto,49.88724444,0.781164819,Alto,1199,495,704,52,2,0,339,362,283,1000,1230,229,1251,683,1201,889,0.344271332,0.2182065099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,98,6.6
20128,San Cristóbal Lachirioag,1342,1259,4,130,93,482,160,94,265,-0.161677,Bajo,54.58601137,0.854740969,Medio,935,119,816,316,38,54,488,95,506,988,257,86,1251,287,973,460,0.3998203278,0.1595183338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.9,99.3,6
20129,San Cristóbal Suchixtlahuaca,356,25,4,8,20,113,8,22,107,-0.72215,Muy bajo,55.96268704,0.876297794,Bajo,228,23,205,82,18,28,41,27,17,267,117,39,310,44,246,106,0.3724920054,0.2039273257,0,0,0,1,0,0,2,0,0,1,0,0,0,4,82.8,98.4,6.6
20130,San Dionisio del Mar,5180,3745,35,700,447,1641,64,78,818,0.870932,Medio,48.69742465,0.762533897,Muy alto,4309,1582,2727,812,39,22,1734,1214,1551,4354,4534,1966,5121,3339,4348,2377,0.3746893307,0.1695313354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2,96.6,6.5
20131,San Dionisio Ocotepec,11411,11263,50,1573,782,2826,345,200,2287,1.00164,Alto,50.54008085,0.791387328,Alto,11705,5715,5990,624,142,46,5102,3642,6124,11259,9551,1657,12329,7779,11848,8791,0.3675759931,0.1616623352,0,0,0,4,0,0,7,2,4,8,0,3,1,29,96.9,100,8.2
20132,San Dionisio Ocotlán,1380,139,14,53,120,372,61,75,299,0.096859,Bajo,53.30747958,0.834720941,Medio,703,185,518,375,106,197,294,294,391,703,711,149,1078,475,809,353,0.4249303341,0.1478969976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.9,99,6.5
20133,San Esteban Atatlahuca,3934,3795,11,338,239,1196,55,54,528,2.085693,Muy alto,49.68284634,0.777964229,Alto,3663,1563,2100,192,62,20,1096,1293,344,2957,3587,1034,3854,2051,3725,2800,0.3659043312,0.1554046671,0,0,0,1,0,0,1,0,0,2,0,0,0,4,81.4,98.8,6
20134,San Felipe Jalapa de Díaz,28500,27820,485,4420,1818,6997,498,345,4172,1.846356,Muy alto,47.57735036,0.744995092,Muy alto,32817,24178,8639,788,112,173,14497,12058,12978,30992,30786,22672,33605,27558,32929,28906,0.4553016623,0.1025066649,0,0,0,6,0,1,13,10,1,21,0,2,6,60,91.4,88.8,8.6
20135,San Felipe Tejalápam,8231,361,25,408,541,2048,537,236,1668,0.324611,Medio,53.32690902,0.835025179,Medio,6316,2451,3865,1609,93,217,1916,2014,4091,6934,6353,1639,7925,4994,6410,3327,0.3871860007,0.1248273303,0,0,0,5,0,0,7,0,1,5,0,3,1,22,87.6,98.9,6.9
20136,San Felipe Usila,12191,11976,24,1587,970,2867,133,184,1910,1.160984,Alto,52.30916732,0.81908876,Alto,13935,6993,6942,1223,21,14,3484,2643,5442,13079,14916,6082,15158,9742,13956,10588,0.4152910014,0.1473893325,0,0,0,8,0,0,7,1,0,19,0,1,3,39,76.4,95.7,5.8
20137,San Francisco Cahuacuá,3450,92,16,233,232,903,47,38,223,1.507073,Alto,49.39321889,0.773429066,Alto,3229,1665,1564,180,17,27,924,1478,479,2474,3174,1466,3408,2213,3246,2404,0.3544089993,0.1595230003,0,0,0,2,0,0,1,0,0,2,0,0,0,5,93.1,98.9,7.8
20138,San Francisco Cajonos,451,426,12,42,33,165,27,26,67,0.137794,Medio,53.54173996,0.838389132,Medio,344,75,270,72,23,12,166,95,83,309,91,77,416,114,368,218,0.3999800086,0.1669946661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.8,99.2,6.6
20139,San Francisco Chapulapa,2195,418,12,323,157,575,101,30,177,1.324372,Alto,49.47600412,0.774725367,Alto,2112,1071,1041,57,10,16,889,907,234,1969,926,1114,2169,1237,2123,1777,0.3682830036,0.099661,0,0,0,4,0,0,2,0,0,4,0,0,1,11,90.3,98.1,7
20140,San Francisco Chindúa,812,9,0,37,70,241,15,18,207,0.543,Medio,54.28478745,0.850024222,Medio,685,233,452,101,9,18,169,185,176,675,654,211,786,432,693,408,,0.1633050032,0,0,0,1,0,0,1,0,0,1,0,0,0,3,88,96.2,6.8
20141,San Francisco del Mar,8710,2544,81,677,657,2440,240,140,1581,0.795411,Medio,49.99747427,0.782890864,Alto,6173,1715,4459,2276,42,222,2789,2294,2112,7406,6915,5062,8449,6059,6216,2098,0.3856450021,0.1385803322,0,1,0,1,0,0,0,0,0,2,0,0,0,4,77.6,97.6,5.5
20142,San Francisco Huehuetlán,842,834,0,228,106,283,12,7,64,1.555941,Alto,49.16423732,0.769843533,Alto,811,367,443,14,11,6,451,189,94,614,607,157,825,393,822,738,0.3842190007,0.1281143328,0,0,0,2,0,0,1,0,0,2,0,0,1,6,93.9,100,8
20143,San Francisco Ixhuatán,9461,1739,131,834,727,2975,622,306,2215,-0.169832,Bajo,54.60749433,0.855077363,Bajo,6224,1592,4631,2174,341,727,2726,1690,1352,7042,4850,4311,8397,4349,6565,2677,0.4174443285,0.1343863358,6,4,0,7,2,0,9,12,5,17,0,3,8,73,88.4,97.5,7.2
20144,San Francisco Jaltepetongo,1075,228,0,82,134,351,25,8,187,0.672449,Medio,51.88743373,0.812484999,Alto,953,277,676,91,24,8,312,141,210,766,717,350,1043,432,977,622,0.3627846638,0.1827543328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.5,96.3,4.8
20145,San Francisco Lachigoló,5215,1680,169,112,268,1494,760,627,1382,-0.598636,Bajo,56.85359801,0.89024822,Muy bajo,2566,496,2070,1317,232,1102,757,709,1908,3196,1389,730,3883,1314,2798,957,0.4162270029,0.1384359996,0,0,0,3,0,0,4,0,2,5,0,2,1,17,88,98,7.8
20146,San Francisco Logueche,2803,2773,18,442,73,667,106,50,404,1.865805,Muy alto,50.11015664,0.784655313,Alto,2631,1162,1469,173,0,0,758,1082,204,2483,2798,472,2804,1710,2631,1800,0.3321846724,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.7,100,6.7
20147,San Francisco Nuxaño,376,0,0,28,43,121,24,8,53,0.409836,Medio,54.16637725,0.848170083,Medio,319,51,268,45,7,5,102,45,35,290,204,52,364,93,326,177,0.346018672,0.2180346698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.1,98.9,10.4
20148,San Francisco Ozolotepec,2182,2099,2,282,159,502,38,14,195,1.362837,Alto,49.85680914,0.780688244,Alto,1969,723,1246,168,42,4,718,557,442,1554,1930,465,2137,1130,2011,1312,0.3435206711,0.2113736669,0,0,0,1,0,0,1,0,0,1,0,0,0,3,76.7,98.4,6.3
20149,San Francisco Sola,2019,61,3,189,110,519,57,81,446,0.9713,Alto,49.46632486,0.774573804,Alto,1503,645,858,472,6,39,878,1039,814,1767,1268,434,1975,1344,1509,772,0.3879303336,0.1271160021,0,0,0,1,0,0,1,0,0,1,0,0,0,3,90.1,100,6.8
20150,San Francisco Telixtlahuaca,13856,629,575,329,664,3335,830,726,2965,-0.432505,Bajo,56.69861093,0.887821338,Muy bajo,7389,1717,5672,2135,817,1374,1612,1608,4375,8465,3565,1978,9524,3182,8206,4551,0.3735976617,0.1558293353,0,8,0,6,3,1,25,13,6,28,1,6,7,104,79.6,99.3,6.1
20151,San Francisco Teopan,312,0,5,25,43,101,4,2,30,0.565189,Medio,51.83763511,0.811705222,Alto,310,138,172,0,2,0,115,54,17,247,103,233,310,139,312,303,0.3779640098,0.149888667,0,0,0,1,0,0,1,0,0,1,0,0,0,3,86.1,98.2,6.4
20152,San Francisco Tlapancingo,2472,1820,55,422,204,520,57,26,182,1.671739,Alto,46.06051555,0.72124357,Muy alto,2310,1402,907,153,7,3,1150,618,243,2202,2126,1452,2463,1803,2317,1780,0.3980579972,0.1742663334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.5,99.2,9.5
20153,San Gabriel Mixtepec,4910,235,163,310,264,1275,226,207,1066,0.191546,Medio,53.4679774,0.837234113,Medio,3707,952,2755,912,67,225,1442,1420,575,4074,3532,695,4620,2229,3774,1570,0.3819726706,0.149850664,0,0,0,3,0,0,1,0,1,5,0,1,0,11,89.7,100,5.8
20154,San Ildefonso Amatlán,2329,1184,23,287,183,672,97,22,305,1.067736,Alto,51.79050436,0.81096722,Alto,2073,715,1358,256,0,1,863,377,392,2011,1793,592,2329,1160,2073,1285,0.3724013269,0.1316569969,0,0,0,2,0,0,2,0,0,3,0,1,0,8,73.8,97.9,5.3
20155,San Ildefonso Sola,1060,37,10,89,56,260,14,17,190,1.368255,Alto,47.45172872,0.743028032,Muy alto,922,516,406,127,2,9,368,463,537,949,890,301,1049,823,924,591,0.3642640114,0.159824498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.7,99.1,7.7
20156,San Ildefonso Villa Alta,3677,2962,213,275,191,1102,242,169,518,-0.037188,Bajo,54.28319516,0.849999289,Medio,2111,484,1627,919,283,367,1261,504,1431,1970,1410,687,3030,1221,2393,1019,0.4210606615,0.1508756652,0,0,0,2,0,0,0,0,0,1,0,2,0,5,82.4,97.7,5.7
20157,San Jacinto Amilpas,16827,2562,524,290,784,4989,3369,2762,4565,-1.153787,Muy bajo,59.6943416,0.934730311,Muy bajo,4108,540,3568,7758,511,5658,1358,1144,8359,10144,1052,2726,11866,2811,4619,1198,0.3496329884,0.1455780019,0,6,0,6,1,0,34,22,5,40,0,7,4,125,87.8,99.6,6.6
20158,San Jacinto Tlacotepec,2233,176,10,223,212,595,120,45,331,0.669761,Medio,51.61425929,0.808207468,Alto,1775,520,1255,435,9,15,835,598,131,1984,1459,568,2210,1082,1784,887,0.3440879981,0.1589856694,12,6,2,6,3,1,19,10,3,20,1,0,4,87,90.1,98.4,7
20159,San Jerónimo Coatlán,5537,316,32,421,365,1266,120,77,556,1.250779,Alto,49.37020051,0.77306863,Alto,5063,2357,2706,440,18,19,1642,2260,863,5061,4759,1381,5504,3540,5081,3417,0.3562729955,0.1470226695,0,0,0,5,0,0,4,0,0,9,0,3,1,22,97.7,99.6,11.8
20160,San Jerónimo Silacayoapilla,1429,8,2,105,132,450,64,20,254,-0.059983,Bajo,53.41889668,0.836465578,Medio,941,156,786,401,36,52,526,176,306,1079,616,256,1343,482,977,357,0.364034007,0.1939750016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.6,98.8,6.1
20161,San Jerónimo Sosola,2730,94,15,138,254,813,139,56,582,0.461099,Medio,52.20980204,0.817532838,Alto,2224,545,1679,425,45,37,619,421,720,2125,1951,379,2649,1038,2269,1244,0.3503803412,0.1718183334,0,0,0,3,0,0,3,0,0,3,0,0,0,9,88.5,98.1,6.8
20162,San Jerónimo Taviche,2046,619,4,130,134,491,43,10,210,1.31827,Alto,48.72250002,0.762926542,Muy alto,1884,931,953,157,4,2,545,915,519,1872,1690,568,2041,1363,1887,1283,0.3269453247,0.2550660074,0,0,0,2,0,0,3,0,0,1,0,0,0,6,90,97.6,6.4
20163,San Jerónimo Tecóatl,1577,1471,1,283,132,454,56,44,185,1.40154,Alto,50.3106392,0.787794591,Alto,1380,743,637,145,18,35,583,512,352,1253,1272,520,1525,959,1398,1071,0.4368926585,0.117034999,0,0,0,4,0,0,3,1,0,2,0,0,2,12,93.3,99.5,7.4
20164,San Jorge Nuchita,2881,2366,80,474,252,780,18,25,579,0.460658,Medio,50.86247055,0.796435502,Alto,2545,1201,1344,308,17,13,1315,605,883,2354,1715,1527,2852,1809,2561,1690,0.3949113389,0.1432433327,0,0,0,4,0,0,3,0,0,2,0,3,1,13,90.7,98.4,7.1
20165,San José Ayuquila,1629,30,23,168,199,459,35,29,202,0.365803,Medio,51.31221438,0.803477865,Alto,1312,353,959,230,47,40,504,317,195,1048,1013,484,1543,628,1359,725,0.3537809948,0.1744383325,0,0,0,1,0,0,1,0,1,3,0,1,0,7,74,97.1,6.4
20166,San José Chiltepec,11310,6243,71,1111,904,3112,352,329,2151,-0.065078,Bajo,53.44907457,0.836938121,Medio,7221,2247,4974,4393,169,642,2973,1481,5332,8990,9482,6146,11614,7704,7391,2930,0.3688343465,0.1496293346,0,0,0,2,0,0,3,1,1,6,0,1,1,15,93.3,99,8.5
20167,San José del Peñasco,2149,127,18,140,97,563,158,18,413,1.666955,Alto,49.81428677,0.780022403,Alto,1649,418,1231,500,1,1,722,761,398,1842,1844,193,2149,1195,1649,656,0.3346053263,0.2208765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.8,98,5.3
20168,San José Estancia Grande,938,68,760,138,75,274,75,20,199,0.803627,Medio,50.71337245,0.794100833,Alto,577,167,410,340,5,16,307,215,236,769,686,443,917,577,582,214,0.396997998,0.1274580012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,97.7,6.6
20169,San José Independencia,4251,4079,6,786,447,1165,44,36,374,3.190244,Muy alto,42.12856925,0.659674763,Muy alto,3884,2379,1505,362,4,3,1711,2661,1067,3595,4187,1991,4246,3539,3888,2689,0.376693328,0.1581084989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.7,98.7,7.9
20170,San José Lachiguiri,3700,3664,16,779,457,895,128,71,382,2.787838,Muy alto,44.83098088,0.701990768,Muy alto,3569,1988,1581,126,2,5,1508,1672,342,2858,3288,1524,3695,2385,3571,2962,0.3796206613,0.1132239997,0,0,0,1,0,0,1,0,0,1,0,0,0,3,90.5,99.5,6.4
20171,San José Tenango,18102,17818,215,3836,1628,4853,413,213,1347,3.990902,Muy alto,37.95603759,0.594338724,Muy alto,17488,13320,4168,519,49,54,8294,13234,3808,14783,17507,9043,18007,15281,17537,15125,0.3939486742,0.1264823303,0,0,0,5,0,0,5,1,0,9,0,0,2,22,88.7,98.4,6.9
20172,San Juan Achiutla,408,40,48,27,41,144,21,25,74,-0.200634,Bajo,54.9727124,0.860796169,Bajo,308,63,245,54,25,21,89,43,61,250,256,58,363,98,333,202,0.39510867,0.1757526696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.1,96.9,6.6
20173,San Juan Atepec,1457,1394,19,74,184,480,96,37,180,0.230421,Medio,53.5576564,0.838638362,Medio,1217,221,996,144,59,38,301,423,91,1156,518,141,1361,357,1276,758,0.3677633305,0.1738283336,0,0,0,3,0,0,3,0,0,4,0,3,0,13,71.5,95.9,5.6
20174,Ánimas Trujano,4564,529,147,101,281,1218,624,523,1118,-0.957886,Muy bajo,56.98211626,0.892260637,Muy bajo,1819,326,1494,1256,392,1099,547,828,1623,2353,433,556,3075,845,2212,708,0.4118353228,0.154220668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4,97.4,5.6
